company_name,coman_status,source,city,state,website,sales_usd,employees_total,ownership_type,parent_company,naics,business_description,segment_if_known,n_contacts,n_contacts_email_avail,sweep_key_person,sweep_source_urls
"Seaboard Triumph Foods, LLC",unclassified food/bev mfr,hoovers,Sioux City,Iowa,http://www.seaboardtriumphfoods.com,2.7601629E7,457,Private,Seaboard Corporation,311611,"Seaboard Triumph Foods, Llc is primarily engaged in the slaughtering, for their own account or on a contract basis for the trade, of cattle, hogs, sheep, lambs, and calves for meat to be sold or to be",,3,3,,
"Seabrook Brothers & Sons, Inc.",unclassified food/bev mfr,hoovers,Bridgeton,New Jersey,http://www.seabrookfarms.com,4.6308903E7,200,Private,"Seabrook Brothers & Sons, Inc.",311411,"Seabrook Brothers and Sons almost has an alphabet of products. From asparagus towater chestnuts,the company grows, processes, and freezes a harvest of vegetables. In addition to producing items for re",,3,3,,
"See's Candies, Inc.",unclassified food/bev mfr,hoovers,San Francisco,California,http://www.sees.com,8.0953423E7,2500,Private,"See's Candy Shops, Incorporated",311340,"See's Candies, Inc. is primarily engaged in manufacturing candy, including chocolate candy, other confections, and related products.",,3,0,,
"Select Custom Solutions, LLC",unclassified food/bev mfr,hoovers,La Crosse,Wisconsin,http://www.agropur.com,5.0005978E7,325,Private,"MHF Group Holdings, LLC",311514,"Main Street Ingredients makes functional ingredients and stabilizers for the food manufacturing industry. Its products are used by companies in the baking sector for use in breads,cakes, cereals, as w",,1,0,,
"Sensapure, INC.",unclassified food/bev mfr,hoovers,Salt Lake City,Utah,http://sensapure.com,3.3947712E7,140,Private,"Sensapure, INC.",311930,"Sensapure, Inc. is primarily engaged in manufacturing flavoring extracts, syrups, powders, and related products, not elsewhere classified, for soda fountain use or for the manufacture of soft drinks, ",,3,1,,
Sensient Colors LLC,unclassified food/bev mfr,hoovers,Saint Louis,Missouri,http://www.sensientpharma.com,1.1676983E8,350,Private,Sensient Technologies Corporation,311930,"Sensient Colors can color your world any color you want. The company makes natural and synthetic colors and dyes for food, beverage, pharmaceutical, cosmetic, personal, and home care product manufactu",,3,1,,
Sensient Flavors LLC,unclassified food/bev mfr,hoovers,Hoffman Estates,Illinois,http://www.sensient.com,3.5340793E8,1500,Private,Sensient Technologies Corporation,311942,"Sensient Flavors Llc is primarily engaged in manufacturing flavoring extracts, syrups, powders, and related products, not elsewhere classified, for soda fountain use or for the manufacture of soft dri",,3,0,,
Sensient Technologies Corporation,unclassified food/bev mfr,hoovers,Milwaukee,Wisconsin,http://www.sensient.com,1.612111E9,4070,Public,Sensient Technologies Corporation,311999,"Sensient Technologies Corp (Sensient) is a specialty chemical company that manufactures and supplies flavors, fragrances and colors. The company’s product portfolio includes ingredients, flavors and b",,3,0,,
"Setton's International Foods, Inc.",unclassified food/bev mfr,hoovers,Commack,New York,http://www.settonfarms.com,8.5186493E7,370,Private,"Setton's International Foods, Inc.",311423,"You might say this company is nuts about pistachios. A leading producer of nuts, edible seeds, and other snacks, Setton International Foods is one of the largest pistachio processors in the US, with m",,3,1,,
"Shasta Beverages, Inc.",unclassified food/bev mfr,hoovers,Hayward,California,http://www.shastapop.com,9.2859711E7,600,Private,"Newbevco, Inc.",312111,"Shasta Beverages, Inc. is primarily engaged in manufacturing soft drinks and carbonated waters.",,3,2,,
Shawnee Milling Company,unclassified food/bev mfr,hoovers,Shawnee,Oklahoma,http://www.shawneemilling.com,2.468194E7,250,Private,Shawnee Milling Company,311211,"Shawnee Milling Company is primarily engaged in milling flour or meal from grain, except rice. The products of flour mills may be sold plain or in the form of prepared mixes or doughs for specific pur",,1,0,,
"Shearer's Foods Burlington, LLC",unclassified food/bev mfr,hoovers,Burlington,Iowa,http://www.shearers.com,2.1835024E7,750,Private,"Shearer's Foods, LLC",311919,"Shearer's Foods Burlington, Llc is primarily engaged in manufacturing potato chips, corn chips, and similar snacks.",,3,0,,
"Shoreline Fruit, LLC",unclassified food/bev mfr,hoovers,Traverse City,Michigan,http://www.shorelinefruit.com,2.5980831E7,180,Private,"Shoreline Fruit, LLC",311423,"Shoreline Fruit Growers manufactures dried fruit and frozen fruit products, including apples, blueberries, cherries, cranberries, and strawberries.The company'sproducts are distributed through special",,3,3,,
Siemer Milling Company,unclassified food/bev mfr,hoovers,Teutopolis,Illinois,http://www.siemermilling.com,2.3612322E7,130,Private,Siemer Milling Company,311211,"Siemer Milling Company is primarily engaged in milling flour or meal from grain, except rice. The products of flour mills may be sold plain or in the form of prepared mixes or doughs for specific purp",,1,0,,
Sierra Nevada Brewing Co.,unclassified food/bev mfr,hoovers,Chico,California,http://www.sierranevada.com,3.0E8,1100,Private,Sierra Nevada Brewing Co.,312120,Sierra Nevada Brewing Co. is primarily engaged in manufacturing malt beverages.,,3,0,,
"Silocaf Of New Orleans, Inc.",unclassified food/bev mfr,hoovers,New Orleans,Louisiana,,4.5179665E7,85,Private,B. PACORINI SPA,311920,"Silocaf Of New Orleans, Inc. is primarily engaged in roasting coffee, and in manufacturing coffee concentrates and extracts in powdered, liquid, or frozen form, including freeze-dried.",,3,1,,
"Silver Spring Foods, Inc.",unclassified food/bev mfr,hoovers,Eau Claire,Wisconsin,http://www.silverspringfoods.com,2.3394808E7,150,Private,"Huntsinger Farms, Inc.",311941,"Silver Spring Foods has sprung up to become something big. Thecompany is the world's top grower and processor of prepared horseradish and horseradish sauces. It also makes mustards, tartar sauces, and",,3,3,,
"Simmons Animal Nutrition, Inc.",unclassified food/bev mfr,hoovers,Siloam Springs,Arkansas,http://www.simmonsfoods.com,4.4697948E7,157,Private,"Simmons Foods, Inc.",311119,"Simmons Animal Nutrition, Inc. is primarily engaged in manufacturing prepared feeds and feed ingredients and adjuncts for animals and fowls, except dogs and cats. Included in this industry are poultry",,3,2,,
"Simmons Foods, Inc.",unclassified food/bev mfr,hoovers,Siloam Springs,Arkansas,http://www.simmonsfoods.com,1.9421595E9,6363,Private,"Simmons Foods, Inc.",311615,"Simmons Foods, Inc. is a leading, privately held supplier of poultry, pet, and animal nutrition products based in Siloam Springs, Arkansas. With a significant presence across North America, the compan",,1,0,,
"Simmons Pet Food, Inc.",unclassified food/bev mfr,hoovers,Siloam Springs,Arkansas,http://www.simmonspetfood.com,4.3777353E8,1050,Private,"Simmons Pet Food, Inc.",311111,"Simmons Pet Food, Inc. is primarily engaged in manufacturing dog and cat food from cereal, meat, and other ingredients. These preparations may be canned, frozen, or dry.",,3,0,,
"Simmons Prepared Foods, Inc.",unclassified food/bev mfr,hoovers,Siloam Springs,Arkansas,http://www.simmonspreparedfoods.com,4.8241074E8,3863,Private,"Simmons Foods, Inc.",311615,"Simmons Prepared Foods, Inc. is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for th",,3,0,,
"Simple Mills, Inc.",unclassified food/bev mfr,hoovers,Chicago,Illinois,http://www.simplemills.com,3.7200832E7,100,Private,"Purposeful Foods Holdings, Inc.",311999,"Simple Mills, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanu",,3,3,,
"Simply Delicious, Inc.",unclassified food/bev mfr,hoovers,Loveland,Colorado,http://www.eatbobos.com,6.8961296E7,550,Private,"Simply Delicious, Inc.",311812,"Simply Delicious, Inc. is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",,3,0,,
"Simply Good Foods USA, Inc.",unclassified food/bev mfr,hoovers,Denver,Colorado,http://www.thesimplygoodfoodscompany.com,6.6287865E7,225,Private,The Simply Good Foods Company,311999,"Atkins is first and foremost, a whole foods program. It offers meal plans, over 1,600 recipes, carb counters, quick-start guides, a new Eat Right, Not Less Guidebook, a mobile app that's free to sign ",,3,2,,
Sioux-Preme Packing Co.,unclassified food/bev mfr,hoovers,Sioux Center,Iowa,,2.0808599E7,330,Private,Perdue Farms Incorporated,311611,Sioux-Preme Packing is a midsized pork processor that specializes in custom cuts for niche markets. It operates two plants offering cuts of naturally raised pork to grocery retailers and food manufact,,3,1,,
"SmartPak Equine, LLC",unclassified food/bev mfr,hoovers,Plymouth,Massachusetts,http://www.smartpakequine.com,3.2304713999999996E7,588,Private,"Chewy, Inc.",311119,"Smartpak Equine, Llc is primarily engaged in manufacturing prepared feeds and feed ingredients and adjuncts for animals and fowls, except dogs and cats. Included in this industry are poultry and lives",,3,2,,
"Smithfield Foods, Inc.",unclassified food/bev mfr,hoovers,Smithfield,Virginia,http://www.smithfieldfoods.com,1.4142E10,34000,Public,WH Group Limited,311615,"Smithfield Foods produces a wide variety of packaged meats and fresh pork products, primarily in the US and Mexico. A majority-owned subsidiary of Hong Kong-based WH Group, its portfolio includes icon",,3,3,,
Smithfield Packaged Meats Corp.,unclassified food/bev mfr,hoovers,Smithfield,Virginia,,4.3922223E8,6565,Private,"Smithfield Foods, Inc.",311611,"John Morrell is one of the top names in meat. A leading producer of processed-meat and fresh-pork products, John Morrell & Co. makes bacon, fresh pork, hams, and sausage, as well as cold cuts and lunc",,3,1,,
"Smucker Natural Foods, Inc.",unclassified food/bev mfr,hoovers,Chico,California,,4.0774006E7,2000,Private,The J. M. Smucker Company,312111,"Smucker Natural Foods, Inc. is primarily engaged in manufacturing soft drinks and carbonated waters.",,3,1,,
"Snyder's-Lance, Inc.",unclassified food/bev mfr,hoovers,Camden,New Jersey,http://lance.com,2.1969084E9,6100,Private,The Campbell's Company,311821,"Snyder's-Lance manufactures and markets snack foods throughout the US and internationally. Snyder's-Lance's products include pretzels, sandwich crackers, pretzel crackers, potato chips, cookies, torti",,3,2,,
"So-Pak-Co, Inc.",unclassified food/bev mfr,hoovers,Mullins,South Carolina,http://www.sopakco.com,1.143484E8,600,Private,"Unaka Company, Incorporated",311999,"So-Pak-Co, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanut b",,3,0,,
"Solae, LLC",unclassified food/bev mfr,hoovers,Saint Louis,Missouri,,4.5883255E8,1600,Private,International Flavors & Fragrances Inc.,311224,"Solae sees the joy in soy. The firm develops, makes, and markets 1,000-plus soy-based products used by thousands of customers in nearly 100 countries worldwide. Solae manufactures soy proteins used in",,3,0,,
"South Dakota Soybean Processors, LLC",unclassified food/bev mfr,hoovers,Volga,South Dakota,http://www.sdsbp.com,5.0381512E8,139,Public,"South Dakota Soybean Processors, LLC",311224,"Things are ""soy-good"" at South Dakota Soybean Processors. The agricultural cooperative turns the more than 145 million bushels per year of soybeans from its 2,200 farmer/members into soybean oil, soyb",,3,1,,
"Southeast Milk, Inc.",unclassified food/bev mfr,hoovers,Belleview,Florida,http://www.southeastmilk.org,4.1632282E7,109,Nonprofit,"Southeast Milk, Inc.",311119,"Southeast Milk, Inc. is primarily engaged in manufacturing prepared feeds and feed ingredients and adjuncts for animals and fowls, except dogs and cats. Included in this industry are poultry and lives",,3,0,,
"Southern Classic Food Group, LLC",unclassified food/bev mfr,hoovers,Brundidge,Alabama,http://www.southernclassicfood.com,3.8392445E7,187,Private,"SauceCo HoldCo, LLC",311421,"Southern Classic Food Group, Llc is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation pre",,3,0,,
"Southern Glazer's Wine and Spirits of Texas, LLC",unclassified food/bev mfr,hoovers,Farmers Branch,Texas,http://www.glazers.com,3.6837558E8,6000,Private,"Southern Glazer's Wine and Spirits, LLC",312120,"Thirsty in Texas? Glazer's, a wholesale distributor of alcoholic beverages, can quench your thirst and help you celebrate. In Texas the company is the largest of its kind and one of the largest wine a",,3,0,,
Southern Minnesota Beet Sugar Cooperative,unclassified food/bev mfr,hoovers,Renville,Minnesota,http://www.smbsc.com,9.2527092E7,610,Nonprofit,Southern Minnesota Beet Sugar Cooperative,311313,Southern Minnesota Beet Sugar Cooperative (SMBSC) offers a sweet deal to its approximately 585 member/farmers. The co-op slices about 3 million tons of Minnesota-grown sugar beets annually. Converted ,,3,0,,
Southern Tea Company LLC,unclassified food/bev mfr,hoovers,Marietta,Georgia,http://www.southernbreezesweettea.com,2.207737E7,170,Private,"Tata Consumer Products US, Inc.",311920,"Southern Tea Company Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds;",,3,2,,
"Southwest Iowa Renewable Energy, LLC",unclassified food/bev mfr,hoovers,Council Bluffs,Iowa,http://www.sireethanol.com,3.87125E8,60,Public,,312140,"Southwest Iowa Renewable Energy, Llc is primarily engaged in manufacturing alcoholic liquors by distillation, and in manufacturing cordials and alcoholic cocktails by blending processes or by mixing l",,3,0,,
"Southwind Foods, LLC",unclassified food/bev mfr,hoovers,Carson,California,http://www.southwindfoods.com,1.0499845E8,250,Private,"Southwind Foods, LLC",311710,"Southwind Foods, Llc is primarily engaged in cooking and canning fish, shrimp, oysters, clams, crabs, and other seafoods, including soups; and those engaged in smoking, salting, drying, or otherwise c",,3,2,,
Spangler Candy Company,unclassified food/bev mfr,hoovers,Bryan,Ohio,http://www.spanglercandy.com,4.5799278E7,420,Private,Spangler Candy Company,311340,Spangler Candy is a privately owned family company that specializes in the production of lollipops and candy canes. The company is one of the largest lollipop manufacturers in the world and the only m,,1,0,,
