rank,score,company_name,coman_status,segment,city,state,website,sales_usd,employees_total,ownership_type,parent_company,naics,business_description,best_contact_from_hoovers,n_contacts,n_with_email,key_person_public,key_person_2_public,source_urls,rationale,outreach_status,mergent_email,mergent_phone,notes
1022,4,"TTF SUB WI, INC.",unclassified food/bev mfr,,Glenview,Illinois,http://www.klements.com,3.0060879E7,355,Private,"Amylu Foods, LLC",311612,"Ttf Sub Wi, Inc. is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasses and othe",Tom Klement — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1023,4,"Talking Rain Beverage Company, Inc.",unclassified food/bev mfr,,Preston,Washington,http://www.talkingrain.com,1.6430634E8,565,Private,"Talking Rain Beverage Company, Inc.",312112,"Talking Rain Beverage Company, Inc. is primarily engaged in manufacturing soft drinks and carbonated waters.",Ken Sylvia — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1024,4,"Taylor Farms Florida, Inc.",unclassified food/bev mfr,,Orlando,Florida,http://www.taylorfarms.com,4.0552738E7,480,Private,"Taylor Fresh Foods, Inc.",311991,"Taylor Farms Florida, Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compound",Bruce Taylor — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1025,4,Tecumseh Poultry LLC,unclassified food/bev mfr,,Waverly,Nebraska,http://www.smartchicken.com,3.9600311E7,303,Private,"Tyson Foods, Inc.",311615,"Tecumseh Poultry was founded in 1998, based on a simple goal to produce the best fresh chicken in the US. The company's system is a pure air chill system: Absolutely no water is utilized in the chill ",Scott Pavel — Vice President Of Sales Marketing,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1026,4,The American Bottling Company,unclassified food/bev mfr,,Frisco,Texas,http://www.keurigdrpepper.com,3.5972675E8,12500,Private,Keurig Dr Pepper Inc.,312111,The American Bottling Company is primarily engaged in manufacturing soft drinks and carbonated waters.,Jin Faller — Principal Sensory Scientist,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1027,4,"The Bama Companies, Inc.",unclassified food/bev mfr,,Tulsa,Oklahoma,http://www.bama.com,1.1837959E8,1150,Private,"The Bama Companies, Inc.",311211,"Bama Companies bakes up business for restaurant operators. The company is a top maker of bakery products -- such as handheld and whole pies, biscuits, cookies, crumb crusts, and frozen dough -- for th",Paula Marshall — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1028,4,The ICEE Company,unclassified food/bev mfr,,La Vergne,Tennessee,http://www.icee.com,4.9345001E8,700,Private,J&J Snack Foods Corp.,311412,"The Icee Company is primarily engaged in manufacturing frozen food specialties, not elsewhere classified, such as frozen dinners and frozen pizza.",Miguel O — Founder,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1029,4,The Laredo Coca-Cola Bottling Company,unclassified food/bev mfr,,Laredo,Texas,http://www.cocacolaswb.com,2.3543083E7,399,Private,Austin Coca-Cola Bottling Company,312111,The Laredo Coca-Cola Bottling Company is primarily engaged in manufacturing soft drinks and carbonated waters.,Danny Trimmer — Vice President General Manager,2,0,,,,"co-man status UNKNOWN — needs website check; 2 contact(s), no email flag; mid-market size fit",not contacted,,,
1030,4,"The Louisiana Coca-Cola Bottling Company, Ltd.",unclassified food/bev mfr,,New Orleans,Louisiana,http://www.cocacolaunited.com,2.7262894E7,1700,Private,"Coca-Cola Refreshments USA, LLC",312111,"The Louisiana Coca-Cola Bottling Company, Ltd. is primarily engaged in manufacturing soft drinks and carbonated waters.",Rona White — Vice President Human Resources,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1031,4,The Odom Corporation,unclassified food/bev mfr,,Bellevue,Washington,http://www.odomcorp.com,4.4017703E8,1500,Private,The Odom Corporation,312111,"The Odom Corporation wants you to drink up if you happen to be in the Pacific Northwest. The company distributes beer, wine, and spirits as well as sodas, energy drinks, and bottled waters from more t",John Steinman — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1032,4,Tillamook County Creamery Association,unclassified food/bev mfr,,Tillamook,Oregon,http://www.tillamook.com,1.8267276E8,1103,Private,Tillamook County Creamery Association,311513,"Hoping to put its name on the map in more ways than one, Tillamook County Creamery Association has developed a reputation for making cheese while it works to bring home some of its own cheddar. The co",Linda Pearce — Executive Vice President And Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1033,4,"Tip Top Poultry, Inc.",unclassified food/bev mfr,,Marietta,Georgia,http://www.tiptoppoultry.com,1.2480164E8,1500,Private,"Tip Top Poultry, Inc.",311615,"Tip Top Poultry, Inc. is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for their own",Brad Respess — President And Ceo,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1034,4,Tony Downs Foods Co.,unclassified food/bev mfr,,Madelia,Minnesota,http://www.downsfoodgroup.com,9.9145287E7,350,Private,Tony Downs Foods Co.,311615,"Tony Downs Foods Co. is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for their own ",Dick Downs — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1035,4,"Toufayan Bakery of Plant City, Inc.",unclassified food/bev mfr,,Plant City,Florida,http://www.toufayan.com,2.1906244E7,87,Private,Toufayan Bakery Inc.,445291,"Toufayan Bakery Of Plant City, Inc. is primarily engaged in the retail sale of bakery products. The products may be purchased from others or made on the premises.",Harry Toufayan — President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1036,4,"Transhumance Holding Company, Inc.",unclassified food/bev mfr,,Sacramento,California,,8.5419518E7,400,Private,"Transhumance Holding Company, Inc.",311611,"Transhumance Holding Company, Inc. is primarily engaged in the slaughtering, for their own account or on a contract basis for the trade, of cattle, hogs, sheep, lambs, and calves for meat to be sold o",Seth Robinson — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1037,4,Treasury Wine Estates Americas Company,unclassified food/bev mfr,,Napa,California,http://www.treasurywineestates.com,4.984321E8,1300,Private,TREASURY WINE ESTATES LIMITED,312130,"Treasury Wine Estates (TWE) is a global wine company with a portfolio of luxury and premium brands sold in over 70 countries. Its operations are structured into three divisions: Penfolds, Treasury Ame",Tim Ford — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1038,4,"Tree Top, Inc.",unclassified food/bev mfr,,Selah,Washington,http://www.treetop.com,3.2677515E8,1100,Private,"Tree Top, Inc.",311421,"Tree Top, a farmer-owned, farmer-grown cooperative, is a leading processor of dried, frozen, pureed, and concentrated fruits, providing the widest array of fruit-based products and solutions for consu",Jacki Fischer — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1039,4,"Triumph Foods, LLC",unclassified food/bev mfr,,Saint Joseph,Missouri,http://www.triumphfoods.com,9.0389877E7,2800,Private,,311611,"Triumph Foods, Llc is primarily engaged in the slaughtering, for their own account or on a contract basis for the trade, of cattle, hogs, sheep, lambs, and calves for meat to be sold or to be used on ",Josh Kleinlein — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1040,4,Turkey Hill LLC,unclassified food/bev mfr,,Conestoga,Pennsylvania,http://www.turkeyhill.com,2.6574576000000003E8,900,Partnership,Turkey Hill LLC,311520,Turkey Hill Llc is primarily engaged in manufacturing ice cream and other frozen desserts.,Tim Hopkins — Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1041,4,"Twin City Foods, Inc.",unclassified food/bev mfr,,Stanwood,Washington,http://www.twincityfoods.com,2.2516809E8,800,Private,"Twin City Foods, Inc.",311411,Some might say that Twin City Foods is more important to their children's health than a pediatrician. The company is one of the largest independent processors of private-label frozen vegetables in the,Lynn Erskine — Chief Financial Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1042,4,"United Animal Health, Inc.",unclassified food/bev mfr,,Sheridan,Indiana,http://www.jbsunited.com,7.8602081E7,539,Private,"United Animal Health, Inc.",311119,"United Animal Health, Inc. is primarily engaged in manufacturing prepared feeds and feed ingredients and adjuncts for animals and fowls, except dogs and cats. Included in this industry are poultry and",Trent Torrance — Chief Operating Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1043,4,"United Dairy, Inc.",unclassified food/bev mfr,,Martins Ferry,Ohio,http://www.drinkunited.com,8.0920715E7,650,Private,"United Dairy, Inc.",311511,"United Dairy, Inc. is primarily engaged in processing (e.g., pasteurizing, homogenizing, vitaminizing, bottling) fluid milk and cream, and related products, including cottage cheese, yogurt (except fr",James Carson — Vice President Of Sales And Marketing,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1044,4,United Dairymen of Arizona,unclassified food/bev mfr,,Tempe,Arizona,http://www.uda.coop,8.2706741E7,502,Nonprofit,United Dairymen of Arizona,311511,"United Dairymen of Arizona is a family-owned dairy cooperative founded in 1960. As one of the oldest and largest agricultural cooperatives in Arizona, it supports local dairy farm families and milk pr",Paul Rovey — PRESIDENT,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1045,4,United General Bakery Inc.,unclassified food/bev mfr,,Mesa,Arizona,http://www.ucbakery.com,2.6415268E7,400,Private,,445291,United General Bakery Inc. is primarily engaged in the retail sale of bakery products. The products may be purchased from others or made on the premises.,Frank Alexander — Vice President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1046,4,"Valley Proteins (DE), LLC",unclassified food/bev mfr,,Winchester,Virginia,http://www.darlingii.com,4.7850693E8,1933,Private,Darling Ingredients Inc.,311613,"The winds of change might be blowing from Valley Proteins, but you'll probably want to hold your nose. A major US rendering company with about 15 plants in eight states, Valley Proteins and its Caroli",Tina Brown — Principal,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1047,4,"Vegetable Juices, LLC",unclassified food/bev mfr,,Bedford Park,Illinois,http://www.vegetablejuices.com,2.2332413E7,90,Private,Givaudan Flavors Corporation,311421,"Vegetable Juices, Llc is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation preserves, jam",Mark Witowski — Vice President National Sales,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1048,4,"Vista International Packaging, LLC",unclassified food/bev mfr,,Kenosha,Wisconsin,,2.3079205E7,120,Private,Oy ViskoTeepak Ab,311612,"Vista International Packaging, Llc is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased ",Paul Schulz — Vice President,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
1049,4,"Vita Food Products, Inc.",unclassified food/bev mfr,,Chicago,Illinois,http://www.vitafoodproducts.com,2.0703218E7,130,Private,"Vita Food Products, Inc.",311710,"Vita Food Products won't lead you astray with a red herring -- their herring are properly pickled. Under the Vita and Elf brand names, the company produces refrigerated and frozen kosher salmon produc",Clifford Bolen — President And Chief Executive Officer,3,0,,,,"co-man status UNKNOWN — needs website check; 3 contact(s), no email flag; mid-market size fit",not contacted,,,
